batch_id,id,meta.code_1,meta.code_2,meta.code_3,meta.code_4,meta.code_5,meta.code_6,meta.code_7,meta.code_8,meta.code_9,meta.code_10,meta.code_11,meta.code_12,meta.code_13,meta.code_14,label,description
0821,"5:24:2022 [favianna1] Uvalde -poster, protest-.png",Protests/Marches: miscellaneous,,,,,,,,,,,,,,"5:24:2022 [favianna1] Uvalde -poster, protest-.png",Protests/Marches: miscellaneous
0822,"5:25:2022 [3chordpolitics] Uvalde, Mass Shootings F*** Yeah! -fake billboard-.png",Art: Billboards,,,,,,,,,,,,,,"5:25:2022 [3chordpolitics] Uvalde, Mass Shootings F*** Yeah! -fake billboard-.png",Art: Billboards
0823,5:27:2022 [asianinamerikkka] Uvalde -tweet-.png,,,,,,,,,,,,,,,5:27:2022 [asianinamerikkka] Uvalde -tweet-.png,
0824,"5:27:2022 [blackdadtv] Uvalde, These Colors Don't Run (Into the Building While Kids Are Getting Shot) -flag, blue lin...",Carceral Imagery: Police Imagery ,Carceral Imagery: Police Imagery : Thin Blue Line TBL,,,,,,,,,,,,,"5:27:2022 [blackdadtv] Uvalde, These Colors Don't Run (Into the Building While Kids Are Getting Shot) -flag, blue lin...","Carceral Imagery: Police Imagery , Carceral Imagery: Police Imagery : Thin Blue Line TBL"
0825,5:27:2022 [buttereffectpdx] Uvalde -tweet-.png,,,,,,,,,,,,,,,5:27:2022 [buttereffectpdx] Uvalde -tweet-.png,
0826,5:27:2022 [buttereffectpdx] Uvalde 2 -tweet-.png,,,,,,,,,,,,,,,5:27:2022 [buttereffectpdx] Uvalde 2 -tweet-.png,
0827,5:27:2022 [buttereffectpdx] Uvalde 3 -tweet-.png,,,,,,,,,,,,,,,5:27:2022 [buttereffectpdx] Uvalde 3 -tweet-.png,
0828,5:27:2022 [buttereffectpdx] Uvalde 4 -tweet-.png,,,,,,,,,,,,,,,5:27:2022 [buttereffectpdx] Uvalde 4 -tweet-.png,
0829,5:27:2022 [buttereffectpdx] Uvalde 5 -tweet-.png,,,,,,,,,,,,,,,5:27:2022 [buttereffectpdx] Uvalde 5 -tweet-.png,
0830,5:27:2022 [buttereffectpdx] Uvalde 6 -tweet-.png,,,,,,,,,,,,,,,5:27:2022 [buttereffectpdx] Uvalde 6 -tweet-.png,
0831,5:27:2022 [buttereffectpdx] Uvalde 7 -tweet-.png,,,,,,,,,,,,,,,5:27:2022 [buttereffectpdx] Uvalde 7 -tweet-.png,
0832,"5:27:2022 [culturestrike] Uvalde, Protect the children while they are alive! -children, cartoon-.png",Art: miscellaneous (11),,,,,,,,,,,,,,"5:27:2022 [culturestrike] Uvalde, Protect the children while they are alive! -children, cartoon-.png",Art: miscellaneous (11)
0833,"5:27:2022 [entitledmillenialsnetwork] Uvalde, All of this militarized s*** and you can't stop a massacre? -cartoon, p...",Affect: Humor ,Art: miscellaneous (11) ,Carceral Imagery: Police Imagery,,,,,,,,,,,,"5:27:2022 [entitledmillenialsnetwork] Uvalde, All of this militarized s*** and you can't stop a massacre? -cartoon, p...","Affect: Humor , Art: miscellaneous (11) , Carceral Imagery: Police Imagery"
0834,"5:27:2022 [lupelenape94] Uvalde, KKK -digital poster-.png",,,,,,,,,,,,,,,"5:27:2022 [lupelenape94] Uvalde, KKK -digital poster-.png",
0835,"5:27:2022 [shield_theyden] Uvalde -meme, prison imagery?-.png",,,,,,,,,,,,,,,"5:27:2022 [shield_theyden] Uvalde -meme, prison imagery?-.png",
0836,6:01:2022 [betyoucant] Uvalde -police imagery?-.png,,,,,,,,,,,,,,,6:01:2022 [betyoucant] Uvalde -police imagery?-.png,
0837,20180915_131339.jpg,Art: Protest signs and signs of protest ,Elements: Earth: Mountains ,Geography: Appalachia ,Geography: Rural ,Protests/Marches: miscellaneous ,Protests/Marches: Pride ,Slogans: miscellaneous (7),,,,,,,,20180915_131339.jpg,
0838,20180915_134734.jpg,Carceral Imagery: Police Imagery ,Geography: Knoxville ,Protests/Marches: miscellaneous ,Protests/Marches: Pride ,Violence: Police Violence,,,,,,,,,,20180915_134734.jpg,
0839,Screen Shot 2020-10-23 at 12.56.07 PM.png,Art: Graffiti ,Art: miscellaneous (11) ,Geography: Knoxville ,Slogans: ACAB ,Slogans: miscellaneous (7),,,,,,,,,,Screen Shot 2020-10-23 at 12.56.07 PM.png,
0840,2:22:2022 [erikruin] smoke and police.png,,,,,,,,,,,,,,,2:22:2022 [erikruin] smoke and police.png,
0841,2:23:2022 [anarchistposters] animal and question authority.png,,,,,,,,,,,,,,,2:23:2022 [anarchistposters] animal and question authority.png,
0842,"2:28:2022 [anarchistposters] war,fire,snake.png",,,,,,,,,,,,,,,"2:28:2022 [anarchistposters] war,fire,snake.png",
0843,3:02:2022 [3chordpolitics] pc on fire.png,Art: Graffiti ,Carceral Imagery: Police Imagery : Car ,Elements: Fire ,Elements: miscellaneous (8) ,Environment ,Protests/Marches: miscellaneous ,Slogans: ACAB ,Slogans: miscellaneous (7),,,,,,,3:02:2022 [3chordpolitics] pc on fire.png,"Art: Graffiti , Carceral Imagery: Police Imagery : Car , Elements: Fire , Elements: miscellaneous (8) , Environment , Protests/Marches: miscellaneous , Slogans: ACAB , Slogans: miscellaneous (7)"
0844,3:03:2022 [grafika_ixayoc] moltov and flower.png,Art: miscellaneous (11) ,Art: Painting ,Elements: Earth ,Elements: Earth: Flowers/Plants ,Elements: Fire ,Elements: Fire: Molotov ,Elements: miscellaneous (8) ,Environment ,Slogans: ACAB ,Slogans: ACAB: 1312 ,Slogans: miscellaneous (7),,,,3:03:2022 [grafika_ixayoc] moltov and flower.png,"Art: miscellaneous (11) , Art: Painting , Elements: Earth , Elements: Earth: Flowers/Plants , Elements: Fire , Elements: Fire: Molotov , Elements: miscellaneous (8) , Environment , Slogans: ACAB , Slogans: ACAB: 1312 , Slogans: miscellaneous (7)"
0845,3:08:2022 [anarchistposters] fire?.png,,,,,,,,,,,,,,,3:08:2022 [anarchistposters] fire?.png,
0846,3:08:2022 [justseeds] fire.png,Art: miscellaneous (11) ,Art: Painting ,Elements: Fire ,Elements: miscellaneous (8) ,Environment ,World-building: miscellaneous (6),,,,,,,,,3:08:2022 [justseeds] fire.png,"Art: miscellaneous (11) , Art: Painting , Elements: Fire , Elements: miscellaneous (8) , Environment , World-building: miscellaneous (6)"
0847,3:08:2022 [justseeds] sky and fire?.png,,,,,,,,,,,,,,,3:08:2022 [justseeds] sky and fire?.png,
0848,3:21:2022 [street.cats.yyc] fire.png,,,,,,,,,,,,,,,3:21:2022 [street.cats.yyc] fire.png,
0849,"4:12:2022 [3chordpolitics] FTP -police car, fire, protest, fist-.png",Carceral Imagery: miscellaneous (5) ,Carceral Imagery: Police Imagery ,Carceral Imagery: Police Imagery : Car ,Protests/Marches: miscellaneous ,Protests/Marches: Power Fist ,Slogans: FTP ,Slogans: miscellaneous (7),,,,,,,,"4:12:2022 [3chordpolitics] FTP -police car, fire, protest, fist-.png","Carceral Imagery: miscellaneous (5) , Carceral Imagery: Police Imagery , Carceral Imagery: Police Imagery : Car , Protests/Marches: miscellaneous , Protests/Marches: Power Fist , Slogans: FTP , Slogans: miscellaneous (7)"
0850,"3:26:2022 [anarchistposters] Resistance is life -fire, heart-.png",,,,,,,,,,,,,,,"3:26:2022 [anarchistposters] Resistance is life -fire, heart-.png",
0851,"5:6:2022 [anarchistposters] Beyond the State (A) There will be Justice -fire, animals-.png",,,,,,,,,,,,,,,"5:6:2022 [anarchistposters] Beyond the State (A) There will be Justice -fire, animals-.png",
0852,"4:24:2022 [an.art.chy_] Fire Clears the Way for New Growth -police car, fire-.png",Art: miscellaneous (11) ,Art: Posters ,Carceral Imagery: miscellaneous (5) ,Carceral Imagery: Police Imagery ,Carceral Imagery: Police Imagery : Car ,Elements: Earth ,Elements: Earth: Growth ,Elements: Fire ,Elements: miscellaneous (8) ,Environment,,,,,"4:24:2022 [an.art.chy_] Fire Clears the Way for New Growth -police car, fire-.png","Art: miscellaneous (11) , Art: Posters , Carceral Imagery: miscellaneous (5) , Carceral Imagery: Police Imagery , Carceral Imagery: Police Imagery : Car , Elements: Earth , Elements: Earth: Growth , Elements: Fire , Elements: miscellaneous (8) , Environment"
0853,"5:27:2022 [adriennemareebrown] I want to abolish the police -fire, animal, meme-.png",,,,,,,,,,,,,,,"5:27:2022 [adriennemareebrown] I want to abolish the police -fire, animal, meme-.png",
0854,5:11:2022 [anarchistposters] Abort The Supreme Court -fire-.png,,,,,,,,,,,,,,,5:11:2022 [anarchistposters] Abort The Supreme Court -fire-.png,
0855,"4:5:2022 [defundmpd] Badges with Borders -fire, cop-.png",,,,,,,,,,,,,,,"4:5:2022 [defundmpd] Badges with Borders -fire, cop-.png",
0856,4:13:2022 [anarchistposters] Baskin Robins (1312) ACAB.png,,,,,,,,,,,,,,,4:13:2022 [anarchistposters] Baskin Robins (1312) ACAB.png,
0857,"4:6:2022 [defundmpd] Stop Copoganda -cop, pig on newspaper-.png",,,,,,,,,,,,,,,"4:6:2022 [defundmpd] Stop Copoganda -cop, pig on newspaper-.png",
0858,"4:17:2022 -anarchistposters- Who Controls Our Streets? -police imagery, protest-.png",,,,,,,,,,,,,,,"4:17:2022 -anarchistposters- Who Controls Our Streets? -police imagery, protest-.png",
0859,4:18:2022 [defundmpd] Bluegle Translate How to Spot Copoganda 1 .png,,,,,,,,,,,,,,,4:18:2022 [defundmpd] Bluegle Translate How to Spot Copoganda 1 .png,
0860,4:18:2022 [defundmpd] Bluegle Translate How to Spot Copoganda 2.png,,,,,,,,,,,,,,,4:18:2022 [defundmpd] Bluegle Translate How to Spot Copoganda 2.png,
0861,4:18:2022 [defundmpd] Bluegle Translate How to Spot Copoganda 3.png,,,,,,,,,,,,,,,4:18:2022 [defundmpd] Bluegle Translate How to Spot Copoganda 3.png,
0862,4:18:2022 [defundmpd] Bluegle Translate How to Spot Copoganda 4.png,,,,,,,,,,,,,,,4:18:2022 [defundmpd] Bluegle Translate How to Spot Copoganda 4.png,
0863,"4:18:2022 [elmacheteillustrated] I'd rather die than meddle with the 2nd amendment -police imagery, cop car, bullets-...",,,,,,,,,,,,,,,"4:18:2022 [elmacheteillustrated] I'd rather die than meddle with the 2nd amendment -police imagery, cop car, bullets-...",
0864,4:21:2022 [culturestrike] Abolish the War on Drugs.png,Art: miscellaneous (11) ,Art: Painting ,Carceral Imagery: miscellaneous (5) ,Carceral Imagery: Police Imagery ,Carceral Imagery: Police Imagery : Car ,Elements: Earth ,Elements: Earth: Flowers/Plants ,Elements: miscellaneous (8) ,Environment ,Slogans: Abolish The War On Drugs ,Slogans: miscellaneous (7),,,,4:21:2022 [culturestrike] Abolish the War on Drugs.png,
0865,4:29:2022 [ricardolevinsmorales] Copoganda and Enough is Enough -police-.png,,,,,,,,,,,,,,,4:29:2022 [ricardolevinsmorales] Copoganda and Enough is Enough -police-.png,
0866,"5:10:2022 [2chordpolitics] Never trust a cop. -child, police imagery, education-.png",Affect: Humor ,Carceral Imagery: miscellaneous (5) ,Carceral Imagery: Police Imagery,,,,,,,,,,,,"5:10:2022 [2chordpolitics] Never trust a cop. -child, police imagery, education-.png",
0867,"5:30:2022 [solanonapasolidarity] Racism -blue line, police imagery-.png",Carceral Imagery: Flags ,Carceral Imagery: miscellaneous (5) ,Carceral Imagery: Police Imagery ,Carceral Imagery: Police Imagery : Thin Blue Line TBL ,Violence: Police Violence ,Violence: Police Violence: Racism,,,,,,,,,"5:30:2022 [solanonapasolidarity] Racism -blue line, police imagery-.png",
0868,6:02:2022 [culturestrike] London Breed -flags-.png,Affect: Humor ,Carceral Imagery: Flags ,Carceral Imagery: miscellaneous (5) ,Carceral Imagery: Police Imagery ,Carceral Imagery: Police Imagery : Thin Blue Line TBL ,Queer,,,,,,,,,6:02:2022 [culturestrike] London Breed -flags-.png,
0869,"6:06:2022 [harrietsdreams] Defunding the police is queer liberation -police car, fire, nature-.png",Art: miscellaneous (11) ,Art: Painting ,Carceral Imagery: miscellaneous (5) ,Carceral Imagery: Police Imagery ,Carceral Imagery: Police Imagery : Car ,Elements: Earth ,Elements: Earth: Flowers/Plants ,Elements: Fire ,Elements: miscellaneous (8) ,Elements: Sky/Void ,Environment ,Queer ,Slogans: Defund The Police ,Slogans: miscellaneous (7),"6:06:2022 [harrietsdreams] Defunding the police is queer liberation -police car, fire, nature-.png",
0870,"6:06:2022 [harrietsdreams] Defunding the police is queer liberation 2 -police car, fire, nature-.png",Art: miscellaneous (11) ,Art: Painting ,Carceral Imagery: miscellaneous (5) ,Carceral Imagery: Police Imagery ,Carceral Imagery: Police Imagery : Car ,Elements: Earth ,Elements: Earth: Flowers/Plants ,Elements: Fire ,Elements: miscellaneous (8) ,Elements: Sky/Void ,Environment ,Queer ,Slogans: Defund The Police ,Slogans: miscellaneous (7),"6:06:2022 [harrietsdreams] Defunding the police is queer liberation 2 -police car, fire, nature-.png",
0871,"6:06:2022 [harrietsdreams] Defunding the police is queer liberation 3 -police car, fire, nature-.png",Art: miscellaneous (11) ,Art: Painting ,Carceral Imagery: miscellaneous (5) ,Carceral Imagery: Police Imagery ,Carceral Imagery: Police Imagery : Car ,Elements: Earth ,Elements: Earth: Flowers/Plants ,Elements: Fire ,Elements: miscellaneous (8) ,Elements: Sky/Void ,Environment ,Slogans: Defund The Police ,Slogans: miscellaneous (7),,"6:06:2022 [harrietsdreams] Defunding the police is queer liberation 3 -police car, fire, nature-.png","Art: miscellaneous (11) , Art: Painting , Carceral Imagery: miscellaneous (5) , Carceral Imagery: Police Imagery , Carceral Imagery: Police Imagery : Car , Elements: Earth , Elements: Earth: Flowers/Plants , Elements: Fire , Elements: miscellaneous (8) , Elements: Sky/Void , Environment , Slogans: Defund The Police , Slogans: miscellaneous (7)"
0872,"6:06:2022 [harrietsdreams] Defunding the police is queer liberation 4 -police car, fire, nature-.png",Art: miscellaneous (11) ,Art: Painting ,Carceral Imagery: miscellaneous (5) ,Carceral Imagery: Police Imagery ,Carceral Imagery: Police Imagery : Car ,Elements: Earth ,Elements: Earth: Flowers/Plants ,Elements: Fire ,Elements: miscellaneous (8) ,Elements: Sky/Void ,Environment ,Queer ,Slogans: Defund The Police ,Slogans: miscellaneous (7),"6:06:2022 [harrietsdreams] Defunding the police is queer liberation 4 -police car, fire, nature-.png","Art: miscellaneous (11) , Art: Painting , Carceral Imagery: miscellaneous (5) , Carceral Imagery: Police Imagery , Carceral Imagery: Police Imagery : Car , Elements: Earth , Elements: Earth: Flowers/Plants , Elements: Fire , Elements: miscellaneous (8) , Elements: Sky/Void , Environment , Queer , Slogans: Defund The Police , Slogans: miscellaneous (7)"
0873,"6:06:2022 [harrietsdreams] Defunding the police is queer liberation 5 -police car, fire, nature-.png",Art: miscellaneous (11) ,Art: Painting ,Carceral Imagery: miscellaneous (5) ,Carceral Imagery: Police Imagery ,Carceral Imagery: Police Imagery : Car ,Elements: Earth ,Elements: Earth: Flowers/Plants ,Elements: Fire ,Elements: miscellaneous (8) ,Elements: Sky/Void ,Environment ,Queer ,Slogans: Defund The Police ,Slogans: miscellaneous (7),"6:06:2022 [harrietsdreams] Defunding the police is queer liberation 5 -police car, fire, nature-.png","Art: miscellaneous (11) , Art: Painting , Carceral Imagery: miscellaneous (5) , Carceral Imagery: Police Imagery , Carceral Imagery: Police Imagery : Car , Elements: Earth , Elements: Earth: Flowers/Plants , Elements: Fire , Elements: miscellaneous (8) , Elements: Sky/Void , Environment , Queer , Slogans: Defund The Police , Slogans: miscellaneous (7)"
0874,"6:06:2022 [harrietsdreams] Defunding the police is queer liberation 6 -police car, fire, nature-.png",Art: miscellaneous (11) ,Art: Painting ,Carceral Imagery: miscellaneous (5) ,Carceral Imagery: Police Imagery ,Carceral Imagery: Police Imagery : Car ,Elements: Earth ,Elements: Earth: Flowers/Plants ,Elements: Fire ,Elements: miscellaneous (8) ,Elements: Sky/Void ,Environment ,Queer ,Slogans: Defund The Police ,Slogans: miscellaneous (7),"6:06:2022 [harrietsdreams] Defunding the police is queer liberation 6 -police car, fire, nature-.png","Art: miscellaneous (11) , Art: Painting , Carceral Imagery: miscellaneous (5) , Carceral Imagery: Police Imagery , Carceral Imagery: Police Imagery : Car , Elements: Earth , Elements: Earth: Flowers/Plants , Elements: Fire , Elements: miscellaneous (8) , Elements: Sky/Void , Environment , Queer , Slogans: Defund The Police , Slogans: miscellaneous (7)"
0875,"6:06:2022 [harrietsdreams] Defunding the police is queer liberation 7 -police car, fire, nature-.png",Art: miscellaneous (11) ,Art: Painting ,Carceral Imagery: miscellaneous (5) ,Carceral Imagery: Police Imagery ,Carceral Imagery: Police Imagery : Car ,Elements: Earth ,Elements: Earth: Flowers/Plants ,Elements: Fire ,Elements: miscellaneous (8) ,Elements: Sky/Void ,Environment ,Queer ,Slogans: Defund The Police ,Slogans: miscellaneous (7),"6:06:2022 [harrietsdreams] Defunding the police is queer liberation 7 -police car, fire, nature-.png","Art: miscellaneous (11) , Art: Painting , Carceral Imagery: miscellaneous (5) , Carceral Imagery: Police Imagery , Carceral Imagery: Police Imagery : Car , Elements: Earth , Elements: Earth: Flowers/Plants , Elements: Fire , Elements: miscellaneous (8) , Elements: Sky/Void , Environment , Queer , Slogans: Defund The Police , Slogans: miscellaneous (7)"
0876,"6:06:2022 [nerdybrownkid] Chinga la Migra -ICE agent, flowers, skeleton-.png",Art: miscellaneous (11) ,Art: Painting ,Carceral Imagery: miscellaneous (5) ,Carceral Imagery: Police Imagery ,Carceral Imagery: Police Imagery : ICE ,Elements: Earth ,Elements: Earth: Flowers/Plants ,Elements: miscellaneous (8) ,Environment ,Slogans: FTP ,Slogans: miscellaneous (7),,,,"6:06:2022 [nerdybrownkid] Chinga la Migra -ICE agent, flowers, skeleton-.png","Art: miscellaneous (11) , Art: Painting , Carceral Imagery: miscellaneous (5) , Carceral Imagery: Police Imagery , Carceral Imagery: Police Imagery : ICE , Elements: Earth , Elements: Earth: Flowers/Plants , Elements: miscellaneous (8) , Environment , Slogans: FTP , Slogans: miscellaneous (7)"
0877,6:08:2022 [jailhouse_lawyers_speak] 8 to abolition pt. 2 -police imagery-.png,,,,,,,,,,,,,,,6:08:2022 [jailhouse_lawyers_speak] 8 to abolition pt. 2 -police imagery-.png,
0878,"6:16:2022 [we_dont_like_cops] Kids just want to have fun -street art, police imagery-.png",,,,,,,,,,,,,,,"6:16:2022 [we_dont_like_cops] Kids just want to have fun -street art, police imagery-.png",
0879,"6:20:2022 [rania.writes] In our own hands toolkit -earth, sky, police imagery-.png",,,,,,,,,,,,,,,"6:20:2022 [rania.writes] In our own hands toolkit -earth, sky, police imagery-.png",
0880,"6:24:2022 [4ngryqueer] The only good cop is the one who quits -pig, police imagery-.png",Affect: Humor ,Carceral Imagery: miscellaneous (5) ,Carceral Imagery: Police Imagery,,,,,,,,,,,,"6:24:2022 [4ngryqueer] The only good cop is the one who quits -pig, police imagery-.png","Affect: Humor , Carceral Imagery: miscellaneous (5) , Carceral Imagery: Police Imagery"
0881,"3:26:2022 [justseeds] Together we can free them all -prison imagery, chain link-.png",,,,,,,,,,,,,,,"3:26:2022 [justseeds] Together we can free them all -prison imagery, chain link-.png",
0882,"3:26:2022 [torontoprisonersrightsproject] stop sign, bars, handprints.png",,,,,,,,,,,,,,,"3:26:2022 [torontoprisonersrightsproject] stop sign, bars, handprints.png",
0883,4:06:2020 [freedomdocket] word art of prisoner.png,,,,,,,,,,,,,,,4:06:2020 [freedomdocket] word art of prisoner.png,
0884,4:17:2022 [socialist.art] Television -prison imagery-.png,,,,,,,,,,,,,,,4:17:2022 [socialist.art] Television -prison imagery-.png,
0885,4:21:2022 [decolonialatlas] No One Should Be In Prison For Weed -cake decoration?-.png,,,,,,,,,,,,,,,4:21:2022 [decolonialatlas] No One Should Be In Prison For Weed -cake decoration?-.png,
0886,4:23:2018 [fanis0n] prisoner.png,,,,,,,,,,,,,,,4:23:2018 [fanis0n] prisoner.png,
0887,"5:7:2022 [ricardolevinsmorales] Prison Walls Can't Stop Love -prison imagery, plants, sky-.png",Art: miscellaneous (11) ,Art: Posters ,Carceral Imagery: Barb Wire/Fences/Walls ,Carceral Imagery: miscellaneous (5) ,Carceral Imagery: Prison Imagery ,Carceral Imagery: Prison Imagery: Bars ,Elements: Earth ,Elements: Earth: Flowers/Plants ,Elements: Sky/Void ,Environment,,,,,"5:7:2022 [ricardolevinsmorales] Prison Walls Can't Stop Love -prison imagery, plants, sky-.png","Art: miscellaneous (11) , Art: Posters , Carceral Imagery: Barb Wire/Fences/Walls , Carceral Imagery: miscellaneous (5) , Carceral Imagery: Prison Imagery , Carceral Imagery: Prison Imagery: Bars , Elements: Earth , Elements: Earth: Flowers/Plants , Elements: Sky/Void , Environment"
0888,"5:9:2022 [street.cats.yyc] We need systems that serve people, not people that serve systems -prison imagery?-.png",,,,,,,,,,,,,,,"5:9:2022 [street.cats.yyc] We need systems that serve people, not people that serve systems -prison imagery?-.png",
0889,"5:11:2022 [an.art.chy_] We Are Not Free -sticker, prison imagery-.png",,,,,,,,,,,,,,,"5:11:2022 [an.art.chy_] We Are Not Free -sticker, prison imagery-.png",
0890,"5:19:2022 [marking_time_art] Does Punishment Render Justice? -billboard, prison imagery-.png",,,,,,,,,,,,,,,"5:19:2022 [marking_time_art] Does Punishment Render Justice? -billboard, prison imagery-.png",
0891,5:28:2022 [poeticopinionz] HOPE mission -prison imagery-.png,,,,,,,,,,,,,,,5:28:2022 [poeticopinionz] HOPE mission -prison imagery-.png,
0892,5:29:2022 [deb.disaster] Who's Left: Prison Abolition -cartoon 1-.png,,,,,,,,,,,,,,,5:29:2022 [deb.disaster] Who's Left: Prison Abolition -cartoon 1-.png,
0893,5:29:2022 [deb.disaster] Who's Left: Prison Abolition -cartoon 2-.png,,,,,,,,,,,,,,,5:29:2022 [deb.disaster] Who's Left: Prison Abolition -cartoon 2-.png,
0894,5:29:2022 [deb.disaster] Who's Left: Prison Abolition -cartoon 3-.png,,,,,,,,,,,,,,,5:29:2022 [deb.disaster] Who's Left: Prison Abolition -cartoon 3-.png,
0895,5:29:2022 [deb.disaster] Who's Left: Prison Abolition -cartoon 4-.png,,,,,,,,,,,,,,,5:29:2022 [deb.disaster] Who's Left: Prison Abolition -cartoon 4-.png,
0896,5:29:2022 [deb.disaster] Who's Left: Prison Abolition -cartoon 5-.png,,,,,,,,,,,,,,,5:29:2022 [deb.disaster] Who's Left: Prison Abolition -cartoon 5-.png,
0897,5:29:2022 [deb.disaster] Who's Left: Prison Abolition -cartoon 6-.png,,,,,,,,,,,,,,,5:29:2022 [deb.disaster] Who's Left: Prison Abolition -cartoon 6-.png,
0898,5:29:2022 [deb.disaster] Who's Left: Prison Abolition -cartoon 7-.png,,,,,,,,,,,,,,,5:29:2022 [deb.disaster] Who's Left: Prison Abolition -cartoon 7-.png,
0899,5:29:2022 [deb.disaster] Who's Left: Prison Abolition -cartoon 8-.png,,,,,,,,,,,,,,,5:29:2022 [deb.disaster] Who's Left: Prison Abolition -cartoon 8-.png,
0900,5:29:2022 [deb.disaster] Who's Left: Prison Abolition -cartoon 9-.png,,,,,,,,,,,,,,,5:29:2022 [deb.disaster] Who's Left: Prison Abolition -cartoon 9-.png,
0901,5:29:2022 [deb.disaster] Who's Left: Prison Abolition -cartoon 10-.png,,,,,,,,,,,,,,,5:29:2022 [deb.disaster] Who's Left: Prison Abolition -cartoon 10-.png,
0902,"6:01:2022 [burningbooks] A prison in the woods -book, fire, prison imagery-.png",,,,,,,,,,,,,,,"6:01:2022 [burningbooks] A prison in the woods -book, fire, prison imagery-.png",
0903,"6:01:2022 [cradlecommunity] Brick by brick: how we build a world without prisons -prison imagery, flowers, sky-.png",,,,,,,,,,,,,,,"6:01:2022 [cradlecommunity] Brick by brick: how we build a world without prisons -prison imagery, flowers, sky-.png",
0904,"6:01:2022 [cradlecommunity] Brick by brick: how we build a world without prisons 2 -prison imagery, flowers, sky-.png",,,,,,,,,,,,,,,"6:01:2022 [cradlecommunity] Brick by brick: how we build a world without prisons 2 -prison imagery, flowers, sky-.png",
0905,"6:01:2022 [cradlecommunity] Brick by brick: how we build a world without prisons 3 -prison imagery, flowers, sky-.png",,,,,,,,,,,,,,,"6:01:2022 [cradlecommunity] Brick by brick: how we build a world without prisons 3 -prison imagery, flowers, sky-.png",
0906,"6:01:2022 [till.we.free.us] Prison art -prison imagery, animal-.png",Archival/Era: 1970s ,Archival/Era: miscellaneous (9) ,Art: miscellaneous (11) ,Art: Prison Art ,Elements: Earth ,Elements: Earth: Animals ,Elements: Earth: Animals: Cats ,Elements: miscellaneous (8) ,Environment ,Geography: Asia ,Geography: miscellaneous (2),,,,"6:01:2022 [till.we.free.us] Prison art -prison imagery, animal-.png","Archival/Era: 1970s , Archival/Era: miscellaneous (9) , Art: miscellaneous (11) , Art: Prison Art , Elements: Earth , Elements: Earth: Animals , Elements: Earth: Animals: Cats , Elements: miscellaneous (8) , Environment , Geography: Asia , Geography: miscellaneous (2)"
0907,"6:01:2022 [till.we.free.us] Prison art 2 -prison imagery, animal-.png",Archival/Era: 1970s ,Archival/Era: miscellaneous (9) ,Art: Drawing ,Art: miscellaneous (11) ,Art: Prison Art ,Carceral Imagery: miscellaneous (5) ,Carceral Imagery: Prison Imagery ,Carceral Imagery: Prison Imagery: Bars ,Elements: Earth ,Elements: Earth: Animals ,Elements: Earth: Animals: Spiders ,Elements: miscellaneous (8) ,Environment ,,"6:01:2022 [till.we.free.us] Prison art 2 -prison imagery, animal-.png","Archival/Era: 1970s , Archival/Era: miscellaneous (9) , Art: Drawing , Art: miscellaneous (11) , Art: Prison Art , Carceral Imagery: miscellaneous (5) , Carceral Imagery: Prison Imagery , Carceral Imagery: Prison Imagery: Bars , Elements: Earth , Elements: Earth: Animals , Elements: Earth: Animals: Spiders , Elements: miscellaneous (8) , Environment"
0908,6:02:2022 [artbyanalissia] There is no queer liberation without prison abolition -chain link-.png,,,,,,,,,,,,,,,6:02:2022 [artbyanalissia] There is no queer liberation without prison abolition -chain link-.png,
0909,"6:02:2022 [rockyzenyk] Copper plaque, 131:2, prison justice day -sky-.png",,,,,,,,,,,,,,,"6:02:2022 [rockyzenyk] Copper plaque, 131:2, prison justice day -sky-.png",
0910,6:03:2022 [marking_time_art] Build Schools Not Prisons -billboard-.png,,,,,,,,,,,,,,,6:03:2022 [marking_time_art] Build Schools Not Prisons -billboard-.png,
0911,"6:06:2022 [justseeds] Prison justice day -prison imagery, fire-.png",,,,,,,,,,,,,,,"6:06:2022 [justseeds] Prison justice day -prison imagery, fire-.png",
0912,6:06:2022 [radical.seattle] Abolish cops and prisons 1 -tweet-.png,,,,,,,,,,,,,,,6:06:2022 [radical.seattle] Abolish cops and prisons 1 -tweet-.png,
0913,6:06:2022 [radical.seattle] Abolish cops and prisons 2 -tweet-.png,,,,,,,,,,,,,,,6:06:2022 [radical.seattle] Abolish cops and prisons 2 -tweet-.png,
0914,6:06:2022 [radical.seattle] Abolish cops and prisons 3 -tweet-.png,,,,,,,,,,,,,,,6:06:2022 [radical.seattle] Abolish cops and prisons 3 -tweet-.png,
0915,6:06:2022 [radical.seattle] Abolish cops and prisons 4 -tweet-.png,,,,,,,,,,,,,,,6:06:2022 [radical.seattle] Abolish cops and prisons 4 -tweet-.png,
0916,6:06:2022 [radical.seattle] Abolish cops and prisons 5 -tweet-.png,,,,,,,,,,,,,,,6:06:2022 [radical.seattle] Abolish cops and prisons 5 -tweet-.png,
0917,6:06:2022 [radical.seattle] Abolish cops and prisons 6 -tweet-.png,,,,,,,,,,,,,,,6:06:2022 [radical.seattle] Abolish cops and prisons 6 -tweet-.png,
0918,"6:06:2022 [radical.seattle] Abolish cops and prisons 7 -Uvalde, tweet-.png",,,,,,,,,,,,,,,"6:06:2022 [radical.seattle] Abolish cops and prisons 7 -Uvalde, tweet-.png",
