batch_id,id,meta.code_1,meta.code_2,meta.code_3,meta.code_4,meta.code_5,meta.code_6,meta.code_7,meta.code_8,meta.code_9,meta.code_10,meta.code_11,meta.code_12,meta.code_13,meta.code_14,label,description
0001,1-marroquinposter2-web copy.jpg,Carceral Imagery: Police Imagery ,Community: Schools ,Geography: Chicago ,Violence: Police Violence,,,,,,,,,,,1-marroquinposter2-web copy.jpg,"Carceral Imagery: Police Imagery , Community: Schools , Geography: Chicago , Violence: Police Violence"
0002,1.JPG,Archival/Era: 2010s ,Infrastructure/Needs: miscellaneous (10),,,,,,,,,,,,,1.JPG,"Archival/Era: 2010s , Infrastructure/Needs: miscellaneous (10)"
0003,"2_04_2022 [ricardolevinsmorales] Minneapolice -sky, tree, police imagery-.png",Carceral Imagery: Police Imagery ,Geography: Minneapolis,,,,,,,,,,,,,"2_04_2022 [ricardolevinsmorales] Minneapolice -sky, tree, police imagery-.png","Carceral Imagery: Police Imagery , Geography: Minneapolis"
0004,2_7_2022 [culturestrike] We Made This World We Can Have Another -fire-.png,Elements: Earth ,Elements: Fire ,Elements: miscellaneous (8),,,,,,,,,,,,2_7_2022 [culturestrike] We Made This World We Can Have Another -fire-.png,"Elements: Earth , Elements: Fire , Elements: miscellaneous (8)"
0005,"2_7_2022 [jailhouse_lawyers_speak] Build Up Communities Not Jails -protest, march-.png",Community: miscellaneous (3) ,Infrastructure/Needs: miscellaneous (10) ,Slogans: No Jails/Bail,,,,,,,,,,,,"2_7_2022 [jailhouse_lawyers_speak] Build Up Communities Not Jails -protest, march-.png","Community: miscellaneous (3) , Infrastructure/Needs: miscellaneous (10) , Slogans: No Jails/Bail"
0006,"2_8_2022 [anarchistposters] Burn This Flag -fire, flag-.png",,,,,,,,,,,,,,,"2_8_2022 [anarchistposters] Burn This Flag -fire, flag-.png",
0007,"2_11_2022 [anarchistposters] This World is a Prison -earth, chain link fence-.png",Carceral Imagery: Barb Wire/Fences/Walls ,Carceral Imagery: Handcuffs ,Carceral Imagery: miscellaneous (5) ,Carceral Imagery: Prison Imagery ,Elements: Earth ,Elements: miscellaneous (8),,,,,,,,,"2_11_2022 [anarchistposters] This World is a Prison -earth, chain link fence-.png","Carceral Imagery: Barb Wire/Fences/Walls , Carceral Imagery: Handcuffs , Carceral Imagery: miscellaneous (5) , Carceral Imagery: Prison Imagery , Elements: Earth , Elements: miscellaneous (8)"
0008,"2_16_2022 [sogoreatelandtrust] Protect Black Life. Protect The Sacred -fist, bird-.png",Elements: Earth ,Elements: Earth: Animals ,Elements: Earth: Animals: Birds ,Protests/Marches: Power Fist,,,,,,,,,,,"2_16_2022 [sogoreatelandtrust] Protect Black Life. Protect The Sacred -fist, bird-.png","Elements: Earth , Elements: Earth: Animals , Elements: Earth: Animals: Birds , Protests/Marches: Power Fist"
0009,"2_19_2022 [anarchistposters] Abolish the Police -chains, ACAB-.png",Carceral Imagery: Chains ,Carceral Imagery: Police Imagery,,,,,,,,,,,,,"2_19_2022 [anarchistposters] Abolish the Police -chains, ACAB-.png","Carceral Imagery: Chains , Carceral Imagery: Police Imagery"
0010,2-3-Community-Reality-1024x780-1.jpg,Art: miscellaneous (11) ,Community: miscellaneous (3) ,Community: Safety ,Infrastructure/Needs: miscellaneous (10) ,World-building: miscellaneous (6),,,,,,,,,,2-3-Community-Reality-1024x780-1.jpg,"Art: miscellaneous (11) , Community: miscellaneous (3) , Community: Safety , Infrastructure/Needs: miscellaneous (10) , World-building: miscellaneous (6)"
0011,2a3a8e83b3d9d33f9b4086e641c9153f.jpg,Art: miscellaneous (11) ,Community: miscellaneous (3) ,Protests/Marches: Megaphone ,Protests/Marches: miscellaneous ,Slogans: miscellaneous (7),,,,,,,,,,2a3a8e83b3d9d33f9b4086e641c9153f.jpg,"Art: miscellaneous (11) , Community: miscellaneous (3) , Protests/Marches: Megaphone , Protests/Marches: miscellaneous , Slogans: miscellaneous (7)"
0012,"3_03_2022 [torontoprisonersrightsproject] No More Deaths in Custody -chains, crosses-.png",Carceral Imagery: Barb Wire/Fences/Walls ,Carceral Imagery: miscellaneous (5),,,,,,,,,,,,,"3_03_2022 [torontoprisonersrightsproject] No More Deaths in Custody -chains, crosses-.png","Carceral Imagery: Barb Wire/Fences/Walls , Carceral Imagery: miscellaneous (5)"
0013,"3_08_2022 [culturestrike] From a trickle, to a wave! -water-.png",Art: miscellaneous (11) ,Community: miscellaneous (3) ,Elements: miscellaneous (8) ,Elements: Water ,Protests/Marches: Megaphone ,Protests/Marches: miscellaneous,,,,,,,,,"3_08_2022 [culturestrike] From a trickle, to a wave! -water-.png","Art: miscellaneous (11) , Community: miscellaneous (3) , Elements: miscellaneous (8) , Elements: Water , Protests/Marches: Megaphone , Protests/Marches: miscellaneous"
0014,3_08_2022 [socialist.art] Good People Disobey Bad Laws -prison imagery-.png,Art: miscellaneous (11) ,Crime/Law Breaking,,,,,,,,,,,,,3_08_2022 [socialist.art] Good People Disobey Bad Laws -prison imagery-.png,"Art: miscellaneous (11) , Crime/Law Breaking"
0015,"3_11_2022 [socialist.art] Peace Doves -animal, bars-.png",Archival/Era: 1970s ,Carceral Imagery: miscellaneous (5) ,Carceral Imagery: Prison Imagery: Bars ,Elements: Earth: Animals ,Elements: Earth: Animals: Birds ,Geography: Germany ,World-building: Peace,,,,,,,,"3_11_2022 [socialist.art] Peace Doves -animal, bars-.png","Archival/Era: 1970s , Carceral Imagery: miscellaneous (5) , Carceral Imagery: Prison Imagery: Bars , Elements: Earth: Animals , Elements: Earth: Animals: Birds , Geography: Germany , World-building: Peace"
0016,"3_15_2022 [cindymilstein] Be Gay, Do Crime -street art-.png",Art: Graffiti ,Art: miscellaneous (11) ,Slogans: Be Gay Do Crime ,Slogans: miscellaneous (7),,,,,,,,,,,"3_15_2022 [cindymilstein] Be Gay, Do Crime -street art-.png","Art: Graffiti , Art: miscellaneous (11) , Slogans: Be Gay Do Crime , Slogans: miscellaneous (7)"
0017,"3_16_2022 [3chordpolitics] F the Police w_ Big Bird -advertisement, street art-.png",,,,,,,,,,,,,,,"3_16_2022 [3chordpolitics] F the Police w_ Big Bird -advertisement, street art-.png",
0018,"3_16_2022 [cindymilstein] Be Gay, Do Crime -sticker, sky-.png",Art: miscellaneous (11) ,Art: Stickers ,"Geography: Lansing, MI ",Slogans: Be Gay Do Crime,,,,,,,,,,,"3_16_2022 [cindymilstein] Be Gay, Do Crime -sticker, sky-.png","Art: miscellaneous (11) , Art: Stickers , Geography: Lansing, MI , Slogans: Be Gay Do Crime"
0019,3_18_2022 [radical.graffiti] Eat the Rich -graffiti-.png,,,,,,,,,,,,,,,3_18_2022 [radical.graffiti] Eat the Rich -graffiti-.png,
0020,"3_20_2022 [cindymilstein] No Cops, Anymore, Anywhere -poster, police imagery_-.png",Carceral Imagery: Police Imagery ,Slogans: miscellaneous (7) ,World-building: Peace,,,,,,,,,,,,"3_20_2022 [cindymilstein] No Cops, Anymore, Anywhere -poster, police imagery_-.png","Carceral Imagery: Police Imagery , Slogans: miscellaneous (7) , World-building: Peace"
0021,"3_20_2022 [ricardolevinsmorales] Here's to New Beginnings -sky, butterfly-.png",Art: Artisits: Ricardo Levins Morales ,Art: miscellaneous (11) ,Elements: Earth ,Elements: Earth: Animals: Butterflies ,Elements: Earth: Growth ,World-building: miscellaneous (6),,,,,,,,,"3_20_2022 [ricardolevinsmorales] Here's to New Beginnings -sky, butterfly-.png","Art: Artisits: Ricardo Levins Morales , Art: miscellaneous (11) , Elements: Earth , Elements: Earth: Animals: Butterflies , Elements: Earth: Growth , World-building: miscellaneous (6)"
0022,3_22_2022 [an.art.chy_] Abolish the Police -street art-.png,Art: miscellaneous (11) ,Carceral Imagery: Police Imagery ,Geography: New York City ,Slogans: miscellaneous (7),,,,,,,,,,,3_22_2022 [an.art.chy_] Abolish the Police -street art-.png,"Art: miscellaneous (11) , Carceral Imagery: Police Imagery , Geography: New York City , Slogans: miscellaneous (7)"
0023,"3_22_2022 [an.art.chy_] ACAB -sticker, street art-.png",Art: miscellaneous (11) ,Art: Posters ,Geography: New York City ,Slogans: ACAB,,,,,,,,,,,"3_22_2022 [an.art.chy_] ACAB -sticker, street art-.png",
0024,3_23_2022 [an.art.chy_] FTP -graffiti-.png,Art: Graffiti ,Art: miscellaneous (11) ,Geography: Chicago ,Slogans: FTP ,Slogans: miscellaneous (7),,,,,,,,,,3_23_2022 [an.art.chy_] FTP -graffiti-.png,
0025,3_28_2022 [an.art.chy] Breonna T. -graffiti-.png,,,,,,,,,,,,,,,3_28_2022 [an.art.chy] Breonna T. -graffiti-.png,
0026,03_Ferguson_15001.jpg,,,,,,,,,,,,,,,03_Ferguson_15001.jpg,
0027,03_missing_1500-1313x2800.jpg,,,,,,,,,,,,,,,03_missing_1500-1313x2800.jpg,
0028,"4_1_2022 [an.art.chy_] We Want Housing, Not New Cops -street art-.png",Art: Graffiti ,Geography: New York City ,Infrastructure/Needs: miscellaneous (10) ,Slogans: miscellaneous (7) ,Slogans: No Jails/Bail,,,,,,,,,,"4_1_2022 [an.art.chy_] We Want Housing, Not New Cops -street art-.png",
0029,4_7_2022 [an.art.chy_] Everybody Hates Cops Becuz Cops Hate Everybody -street art-.png,Art: Posters ,Carceral Imagery: Police Imagery ,Geography: New York City ,Slogans: miscellaneous (7),,,,,,,,,,,4_7_2022 [an.art.chy_] Everybody Hates Cops Becuz Cops Hate Everybody -street art-.png,
0030,4_7_2022 [radical.graffiti] Kops Kill Kids -street art-.png,Art: Graffiti ,Geography: UK ,Slogans: miscellaneous (7) ,Violence: Police Violence,,,,,,,,,,,4_7_2022 [radical.graffiti] Kops Kill Kids -street art-.png,"Art: Graffiti , Geography: UK , Slogans: miscellaneous (7) , Violence: Police Violence"
0031,"4_8_2022 [an.art.chy_] No Human is Illegal and BLM -sticker,street art-.png",Art: Stickers ,Slogans: miscellaneous (7) ,Slogans: No One Is Illegal,,,,,,,,,,,,"4_8_2022 [an.art.chy_] No Human is Illegal and BLM -sticker,street art-.png","Art: Stickers , Slogans: miscellaneous (7) , Slogans: No One Is Illegal"
0032,04BORF525.jpg,,,,,,,,,,,,,,,04BORF525.jpg,
0033,4c5fa3106944107ac2b8141189d6f655.jpg,Art: miscellaneous (11) ,Art: Posters ,Community: miscellaneous (3) ,Community: Safety ,World-building: miscellaneous (6),,,,,,,,,,4c5fa3106944107ac2b8141189d6f655.jpg,"Art: miscellaneous (11) , Art: Posters , Community: miscellaneous (3) , Community: Safety , World-building: miscellaneous (6)"
0034,5bd46ba0483b9b22aed86479688333e3.jpg,Art: Artisits: Monica Trinidad ,Art: miscellaneous (11) ,Elements: miscellaneous (8) ,Slogans: miscellaneous (7) ,World-building: miscellaneous (6),,,,,,,,,,5bd46ba0483b9b22aed86479688333e3.jpg,"Art: Artisits: Monica Trinidad , Art: miscellaneous (11) , Elements: miscellaneous (8) , Slogans: miscellaneous (7) , World-building: miscellaneous (6)"
0035,006.JPG,Community: miscellaneous (3) ,Community: Organizations ,Geography: Knoxville ,Infrastructure/Needs: miscellaneous (10) ,RJ/TJ ,World-building: miscellaneous (6),,,,,,,,,006.JPG,"Community: miscellaneous (3) , Community: Organizations , Geography: Knoxville , Infrastructure/Needs: miscellaneous (10) , RJ/TJ , World-building: miscellaneous (6)"
0036,6a572a9f32f5f7c091ccad047457c293.jpg,,,,,,,,,,,,,,,6a572a9f32f5f7c091ccad047457c293.jpg,
0037,7-Transitions-and-Alternatives.jpg,Community: Organizations ,Community: Organizations: MPD150 ,Community: Safety ,Geography: Minneapolis,,,,,,,,,,,7-Transitions-and-Alternatives.jpg,"Community: Organizations , Community: Organizations: MPD150 , Community: Safety , Geography: Minneapolis"
0038,7BA7E81A-E7DB-4688-94C3-E7242E02C940.JPG,Academia: UTK Campus ,Academia: UTK Campus: UT ,Protests/Marches: miscellaneous,,,,,,,,,,,,7BA7E81A-E7DB-4688-94C3-E7242E02C940.JPG,"Academia: UTK Campus , Academia: UTK Campus: UT , Protests/Marches: miscellaneous"
0039,07darksinging.jpg,,,,,,,,,,,,,,,07darksinging.jpg,
0040,8-Comic.png,Art: miscellaneous (11) ,Community: miscellaneous (3) ,Community: Organizations ,Community: Organizations: MPD150 ,RJ/TJ ,World-building: miscellaneous (6),,,,,,,,,8-Comic.png,"Art: miscellaneous (11) , Community: miscellaneous (3) , Community: Organizations , Community: Organizations: MPD150 , RJ/TJ , World-building: miscellaneous (6)"
0041,9-Back-Cover.jpg,Art: miscellaneous (11) ,Carceral Imagery: Police Imagery ,Carceral Imagery: Police Imagery : Car ,Community: Organizations: MPD150 ,Elements: Earth ,Elements: Earth: Growth ,Elements: miscellaneous (8) ,Geography: Minneapolis,,,,,,,9-Back-Cover.jpg,"Art: miscellaneous (11) , Carceral Imagery: Police Imagery , Carceral Imagery: Police Imagery : Car , Community: Organizations: MPD150 , Elements: Earth , Elements: Earth: Growth , Elements: miscellaneous (8) , Geography: Minneapolis"
0042,11-5-12 Border Art.JPG,,,,,,,,,,,,,,,11-5-12 Border Art.JPG,
0043,11-20-13 Border fence Crosses.jpg,Art: Border Wall Art ,Art: Graffiti ,Art: miscellaneous (11),,,,,,,,,,,,11-20-13 Border fence Crosses.jpg,"Art: Border Wall Art , Art: Graffiti , Art: miscellaneous (11)"
0044,11.jpg,Geography: Sweden ,Protests/Marches: miscellaneous,,,,,,,,,,,,,11.jpg,"Geography: Sweden , Protests/Marches: miscellaneous"
0045,17bailoutCrabapple.jpg,,,,,,,,,,,,,,,17bailoutCrabapple.jpg,
0046,17bailoutMicah.jpg,,,,,,,,,,,,,,,17bailoutMicah.jpg,
0047,17bailoutNile.jpg,,,,,,,,,,,,,,,17bailoutNile.jpg,
0048,17bailoutRoseJaffe.jpg,,,,,,,,,,,,,,,17bailoutRoseJaffe.jpg,
0049,17bailoutSanya.jpg,,,,,,,,,,,,,,,17bailoutSanya.jpg,
0050,17bailoutShoshana.jpg,,,,,,,,,,,,,,,17bailoutShoshana.jpg,
0051,17bailoutThea.jpg,,,,,,,,,,,,,,,17bailoutThea.jpg,
0052,17mignowxtra.jpg,,,,,,,,,,,,,,,17mignowxtra.jpg,
0053,19th1.jpg,Archival/Era: 2020s ,Geography: Knoxville ,Protests/Marches: Juneteenth ,Protests/Marches: Megaphone ,Protests/Marches: miscellaneous ,Slogans: BLM,,,,,,,,,19th1.jpg,
0054,19th2.jpg,Archival/Era: 2020s ,Community: miscellaneous (3) ,Geography: Knoxville ,Protests/Marches: Juneteenth ,Protests/Marches: Megaphone ,Protests/Marches: miscellaneous ,Slogans: ACAB ,Slogans: BLM ,Slogans: miscellaneous (7),,,,,,19th2.jpg,
0055,19th3.jpg,Archival/Era: 2020s ,Community: miscellaneous (3) ,Geography: Knoxville ,Protests/Marches: Juneteenth ,Protests/Marches: Megaphone ,Protests/Marches: miscellaneous ,Protests/Marches: Power Fist ,Slogans: BLM ,Slogans: DDD,,,,,,19th3.jpg,
0056,19th5.jpg,Archival/Era: 2020s ,Geography: Knoxville ,Protests/Marches: Juneteenth ,Protests/Marches: miscellaneous ,Protests/Marches: Power Fist ,Slogans: BLM ,Slogans: DDD ,Slogans: miscellaneous (7),,,,,,,19th5.jpg,
0057,19th6.jpg,Geography: Knoxville ,Protests/Marches: Juneteenth ,Protests/Marches: miscellaneous ,Protests/Marches: Power Fist ,Slogans: BLM ,Slogans: DDD,,,,,,,,,19th6.jpg,
0058,22-ia-jason-wall-web.jpg,,,,,,,,,,,,,,,22-ia-jason-wall-web.jpg,
0059,22-qteam-in-it-together-web.jpg,,,,,,,,,,,,,,,22-qteam-in-it-together-web.jpg,
0060,22.jpg,Archival/Era: 2010s ,Art: miscellaneous (11) ,Geography: Sweden ,Protests/Marches: miscellaneous,,,,,,,,,,,22.jpg,"Archival/Era: 2010s , Art: miscellaneous (11) , Geography: Sweden , Protests/Marches: miscellaneous"
0061,22gazachilddetail.jpg,,,,,,,,,,,,,,,22gazachilddetail.jpg,
0062,23wordsbreakdown_thumb.jpg,,,,,,,,,,,,,,,23wordsbreakdown_thumb.jpg,
0063,24dakota-web1-master768-v2.jpg,Elements: Earth ,Elements: Earth: Animals: Horses ,Elements: Earth: Land Back/Pipelines ,Environment ,Protests/Marches: miscellaneous ,Violence: Police Violence,,,,,,,,,24dakota-web1-master768-v2.jpg,"Elements: Earth , Elements: Earth: Animals: Horses , Elements: Earth: Land Back/Pipelines , Environment , Protests/Marches: miscellaneous , Violence: Police Violence"
0064,24DD6172-B82C-4E29-A567-A93A71FCF872.JPG,Academia: UTK Campus ,Academia: UTK Campus: UT ,Protests/Marches: miscellaneous,,,,,,,,,,,,24DD6172-B82C-4E29-A567-A93A71FCF872.JPG,"Academia: UTK Campus , Academia: UTK Campus: UT , Protests/Marches: miscellaneous"
0065,30MLK_1500.jpg,,,,,,,,,,,,,,,30MLK_1500.jpg,
0066,33-Aaron_Hughes-Take-Down-the-Drones-1847x2800.jpg,,,,,,,,,,,,,,,33-Aaron_Hughes-Take-Down-the-Drones-1847x2800.jpg,
0067,36_proof1.jpg,,,,,,,,,,,,,,,36_proof1.jpg,
0068,43_1F3.jpg,,,,,,,,,,,,,,,43_1F3.jpg,
0069,44.jpg,Archival/Era: 2010s ,Geography: Sweden ,Protests/Marches: miscellaneous ,Slogans: No One Is Illegal,,,,,,,,,,,44.jpg,"Archival/Era: 2010s , Geography: Sweden , Protests/Marches: miscellaneous , Slogans: No One Is Illegal"
0070,63AFDC7A-3C36-48A9-ACB6-0B68874DD59D.JPG,Art: miscellaneous (11) ,Slogans: BLM ,Slogans: BLM: Trayvon Martin ,Violence: Police Violence,,,,,,,,,,,63AFDC7A-3C36-48A9-ACB6-0B68874DD59D.JPG,"Art: miscellaneous (11) , Slogans: BLM , Slogans: BLM: Trayvon Martin , Violence: Police Violence"
0071,72afb9d4-581a-2d95-dbab-3053338fc773.jpg,Community: miscellaneous (3) ,Community: Safety ,Elements: Earth ,Elements: Earth: Growth,,,,,,,,,,,72afb9d4-581a-2d95-dbab-3053338fc773.jpg,"Community: miscellaneous (3) , Community: Safety , Elements: Earth , Elements: Earth: Growth"
0072,90.jpeg,,,,,,,,,,,,,,,90.jpeg,
0073,173a020a-7958-2b15-53ae-d31ce1614447.jpg,Art: miscellaneous (11) ,Art: Posters ,Elements: Earth: Animals ,Elements: Earth: Animals: Birds ,Slogans: miscellaneous (7) ,Slogans: No Jails/Bail,,,,,,,,,173a020a-7958-2b15-53ae-d31ce1614447.jpg,"Art: miscellaneous (11) , Art: Posters , Elements: Earth: Animals , Elements: Earth: Animals: Birds , Slogans: miscellaneous (7) , Slogans: No Jails/Bail"
0074,305b13358d71ec6d3a3c05edaf280da7.jpg,Art: miscellaneous (11) ,Slogans: No Jails/Bail,,,,,,,,,,,,,305b13358d71ec6d3a3c05edaf280da7.jpg,"Art: miscellaneous (11) , Slogans: No Jails/Bail"
0075,675bd7f23f53b945c6c84b1e2fb80875.jpg,Art: miscellaneous (11) ,Slogans: BLM,,,,,,,,,,,,,675bd7f23f53b945c6c84b1e2fb80875.jpg,"Art: miscellaneous (11) , Slogans: BLM"
0076,701cfc51-1660-69bd-673e-3744597bc68b.jpg,Carceral Imagery: Police Imagery ,Carceral Imagery: Police Imagery : Car ,Community: miscellaneous (3) ,Elements: Earth ,Elements: Earth: Animals: Butterflies ,Elements: Earth: Growth,,,,,,,,,701cfc51-1660-69bd-673e-3744597bc68b.jpg,"Carceral Imagery: Police Imagery , Carceral Imagery: Police Imagery : Car , Community: miscellaneous (3) , Elements: Earth , Elements: Earth: Animals: Butterflies , Elements: Earth: Growth"
0077,711a36b3-91b7-415b-acc8-b2b8c09e98ab-protest.png,Protests/Marches: miscellaneous ,Slogans: No One Is Illegal ,Slogans: No One Is Illegal: 287G,,,,,,,,,,,,711a36b3-91b7-415b-acc8-b2b8c09e98ab-protest.png,"Protests/Marches: miscellaneous , Slogans: No One Is Illegal , Slogans: No One Is Illegal: 287G"
0078,811ad12b6be54606f599375200e207c5.jpg,,,,,,,,,,,,,,,811ad12b6be54606f599375200e207c5.jpg,
0079,1613f10e293fe559b64b1a17bf2c66ed.jpg,Affect: Humor ,Elements: Fire ,Elements: miscellaneous (8),,,,,,,,,,,,1613f10e293fe559b64b1a17bf2c66ed.jpg,"Affect: Humor , Elements: Fire , Elements: miscellaneous (8)"
0080,2013-04-22-10.59.23-750x380.jpg,Elements: Earth ,Environment ,Infrastructure/Needs: miscellaneous (10) ,Protests/Marches: miscellaneous ,Slogans: No Jails/Bail,,,,,,,,,,2013-04-22-10.59.23-750x380.jpg,"Elements: Earth , Environment , Infrastructure/Needs: miscellaneous (10) , Protests/Marches: miscellaneous , Slogans: No Jails/Bail"
0081,6723BCC6-03A9-42A4-815E-B83D7700655F.JPG,Art: miscellaneous (11) ,Elements: Earth ,Elements: miscellaneous (8) ,Environment ,Violence: Police Violence,,,,,,,,,,6723BCC6-03A9-42A4-815E-B83D7700655F.JPG,
0082,8601fcc8-9c35-4c0b-9f3b-7a8970eb0621.jpg,Carceral Imagery: Police Imagery ,Carceral Imagery: Police Imagery : Car ,Elements: Earth: Growth ,Elements: Fire ,World-building: miscellaneous (6),,,,,,,,,,8601fcc8-9c35-4c0b-9f3b-7a8970eb0621.jpg,
0083,57562d6590ccf.image.jpg,Protests/Marches: miscellaneous ,Slogans: miscellaneous (7) ,Slogans: No Jails/Bail,,,,,,,,,,,,57562d6590ccf.image.jpg,
0084,1450281_10152844321816067_5340221221876872662_n.png,Slogans: BLM,,,,,,,,,,,,,,1450281_10152844321816067_5340221221876872662_n.png,
0085,1862773.jpg,Art: Graffiti ,Art: miscellaneous (11) ,Carceral Imagery: Handcuffs ,Carceral Imagery: miscellaneous (5) ,Carceral Imagery: Prison Imagery,,,,,,,,,,1862773.jpg,
0086,5190491eef190983a322dcea0a1ad0.jpg,,,,,,,,,,,,,,,5190491eef190983a322dcea0a1ad0.jpg,
0087,10293822_596835170424503_5057531113364592117_o.jpg,Events,,,,,,,,,,,,,,10293822_596835170424503_5057531113364592117_o.jpg,
0088,10557465_10100594727782554_703201934069631975_n.jpg,Protests/Marches: miscellaneous,,,,,,,,,,,,,,10557465_10100594727782554_703201934069631975_n.jpg,Protests/Marches: miscellaneous
0089,15095714_128435377638388_9032851844592186593_n.jpg,Protests/Marches: miscellaneous ,Violence: Police Violence,,,,,,,,,,,,,15095714_128435377638388_9032851844592186593_n.jpg,"Protests/Marches: miscellaneous , Violence: Police Violence"
0090,16299912_10208380485538919_68596003381283660_o.jpg,Art: miscellaneous (11) ,Carceral Imagery: Flags,,,,,,,,,,,,,16299912_10208380485538919_68596003381283660_o.jpg,"Art: miscellaneous (11) , Carceral Imagery: Flags"
0091,17523703_1562164873797232_1786318419946521190_n.png,Community: miscellaneous (3) ,Community: Organizations ,Community: Organizations: Black Mamas Bailout ,Community: Organizations: SONG ,Events,,,,,,,,,,17523703_1562164873797232_1786318419946521190_n.png,"Community: miscellaneous (3) , Community: Organizations , Community: Organizations: Black Mamas Bailout , Community: Organizations: SONG , Events"
0092,17952605_284471315313834_8782689658364366923_n.jpg,,,,,,,,,,,,,,,17952605_284471315313834_8782689658364366923_n.jpg,
0093,20157935_123451121603571_3790590196254732730_o.png,Carceral Imagery: Police Imagery ,Carceral Imagery: Police Imagery : Car ,Community: Organizations: MPD150 ,Geography: Minneapolis,,,,,,,,,,,20157935_123451121603571_3790590196254732730_o.png,"Carceral Imagery: Police Imagery , Carceral Imagery: Police Imagery : Car , Community: Organizations: MPD150 , Geography: Minneapolis"
0094,20180912_120128.jpg,Academia: miscellaneous (4) ,Academia: UTK Campus ,Geography: Knoxville ,Labor ,Protests/Marches: Power Fist,,,,,,,,,,20180912_120128.jpg,"Academia: miscellaneous (4) , Academia: UTK Campus , Geography: Knoxville , Labor , Protests/Marches: Power Fist"
0095,20190517_145124_001.jpg,Academia: miscellaneous (4) ,Academia: Scholars ,Academia: UTK Campus ,Academia: UTK Campus: UT ,Events,,,,,,,,,,20190517_145124_001.jpg,"Academia: miscellaneous (4) , Academia: Scholars , Academia: UTK Campus , Academia: UTK Campus: UT , Events"
0096,20190518_124720.jpg,Academia: miscellaneous (4) ,Academia: Scholars ,Academia: UTK Campus ,Academia: UTK Campus: UT ,Events,,,,,,,,,,20190518_124720.jpg,"Academia: miscellaneous (4) , Academia: Scholars , Academia: UTK Campus , Academia: UTK Campus: UT , Events"
0097,20190616_125856.jpg,Art: miscellaneous (11) ,Art: Mural ,Geography: Knoxville,,,,,,,,,,,,20190616_125856.jpg,"Art: miscellaneous (11) , Art: Mural , Geography: Knoxville"
0098,20190705_191554.jpg,Community: miscellaneous (3) ,Community: Organizations ,Community: Organizations: CCM ,Geography: Knoxville,,,,,,,,,,,20190705_191554.jpg,"Community: miscellaneous (3) , Community: Organizations , Community: Organizations: CCM , Geography: Knoxville"
0099,20190712_201438.jpg,Geography: Knoxville ,Protests/Marches: miscellaneous ,Slogans: No One Is Illegal: 287G,,,,,,,,,,,,20190712_201438.jpg,"Geography: Knoxville , Protests/Marches: miscellaneous , Slogans: No One Is Illegal: 287G"
0100,20190712_201642.jpg,Geography: Knoxville ,Protests/Marches: miscellaneous ,Slogans: No One Is Illegal: 287G,,,,,,,,,,,,20190712_201642.jpg,"Geography: Knoxville , Protests/Marches: miscellaneous , Slogans: No One Is Illegal: 287G"
0101,20190712_202329.jpg,Geography: Knoxville ,Protests/Marches: Megaphone ,Protests/Marches: miscellaneous ,Slogans: No One Is Illegal: 287G,,,,,,,,,,,20190712_202329.jpg,"Geography: Knoxville , Protests/Marches: Megaphone , Protests/Marches: miscellaneous , Slogans: No One Is Illegal: 287G"
0102,20190722_105612.jpg,Events ,Geography: Knoxville ,Protests/Marches: miscellaneous ,Slogans: Abolish ICE ,Slogans: miscellaneous (7) ,Slogans: No One Is Illegal: 287G,,,,,,,,,20190722_105612.jpg,"Events , Geography: Knoxville , Protests/Marches: miscellaneous , Slogans: Abolish ICE , Slogans: miscellaneous (7) , Slogans: No One Is Illegal: 287G"
0103,20190929_120548.jpg,Art: Handwritten ,Art: Mapping ,Art: miscellaneous (11) ,Community: Organizations: Highlander ,RJ/TJ,,,,,,,,,,20190929_120548.jpg,"Art: Handwritten , Art: Mapping , Art: miscellaneous (11) , Community: Organizations: Highlander , RJ/TJ"
0104,20191028_173928.jpg,Community: miscellaneous (3) ,Community: Organizers ,Geography: Knoxville ,Media: News Media ,Protests/Marches: Megaphone ,Protests/Marches: miscellaneous,,,,,,,,,20191028_173928.jpg,"Community: miscellaneous (3) , Community: Organizers , Geography: Knoxville , Media: News Media , Protests/Marches: Megaphone , Protests/Marches: miscellaneous"
0105,20191119_193710.jpg,Art: Handwritten ,Art: miscellaneous (11) ,Art: Posters ,Art: Protest signs and signs of protest ,Geography: Knoxville ,Infrastructure/Needs: miscellaneous (10),,,,,,,,,20191119_193710.jpg,"Art: Handwritten , Art: miscellaneous (11) , Art: Posters , Art: Protest signs and signs of protest , Geography: Knoxville , Infrastructure/Needs: miscellaneous (10)"
0106,20191119_193714.jpg,Art: Handwritten ,Art: Mapping ,Art: miscellaneous (11) ,Art: Posters ,Geography: Knoxville ,Infrastructure/Needs: miscellaneous (10) ,World-building: miscellaneous (6),,,,,,,,20191119_193714.jpg,"Art: Handwritten , Art: Mapping , Art: miscellaneous (11) , Art: Posters , Geography: Knoxville , Infrastructure/Needs: miscellaneous (10) , World-building: miscellaneous (6)"
